role,city,salary_min,salary_max,skills,experience,description,industry,posting_date,month
Business Analyst,Bangalore,4.0,8.0,Development ManagerCodingAgilepower biOracleSSISBusiness intelligenceAnalytics,0,Development ManagerCodingAgilepower biOracleSSISBusiness intelligenceAnalytics,IT,2026-02-15,Feb
Business Analyst,Bangalore,7.5,12.5,InvestigationData AnalysisLean Six Sigmastatistical softwarestatisticsSix Sigma ImplementationAnalysisData,5,InvestigationData AnalysisLean Six Sigmastatistical softwarestatisticsSix Sigma ImplementationAnalysisData,IT,2026-02-15,Feb
Business Analyst,Mumbai,9.0,15.0,EconomicsInvestment researchSAASdata management analystInvestment bankingResearchPrivate equityFinancial research,6,EconomicsInvestment researchSAASdata management analystInvestment bankingResearchPrivate equityFinancial research,IT,2026-02-15,Feb
Business Analyst,Bangalore,6.0,10.0,SIEM AdministrationAutomationData AnalysisDataAdministrationSIEMAnalysis,4,SIEM AdministrationAutomationData AnalysisDataAdministrationSIEMAnalysis,IT,2026-02-15,Feb
Business Analyst,Bangalore,4.0,8.0,AdministrationCareer developmentData analysisDocument reviewExcelCodingManager Quality ControlMacros,0,AdministrationCareer developmentData analysisDocument reviewExcelCodingManager Quality ControlMacros,IT,2026-02-15,Feb
Business Analyst,Hyderabad,9.0,15.0,Logistic regressionData analysisdata sciencedata manipulationSenior AnalystMachine learningData qualityAnalytics,6,Logistic regressionData analysisdata sciencedata manipulationSenior AnalystMachine learningData qualityAnalytics,IT,2026-02-15,Feb
Business Analyst,Noida,7.5,12.5,BiotechnologyMicrobiologyPharmacologyBiochemistryLife SciencespharmaceuticalPharmaceuticsPharmacovigilance,5,BiotechnologyMicrobiologyPharmacologyBiochemistryLife SciencespharmaceuticalPharmaceuticsPharmacovigilance,IT,2026-02-15,Feb
Business Intelligence Analyst,Chennai,9.0,15.0,MDGSap MdgSap Master Data GovernanceMaster data managementDataGovernanceOperationsMaster data,6,MDGSap MdgSap Master Data GovernanceMaster data managementDataGovernanceOperationsMaster data,IT,2026-02-15,Feb
Business Analyst II,Hyderabad,9.0,15.0,Database designData modelingReconciliationdata management analystDistribution systemData warehousingMonitoringFinancial services,6,Database designData modelingReconciliationdata management analystDistribution systemData warehousingMonitoringFinancial services,IT,2026-02-15,Feb
Business Analyst - CRM,Bangalore,9.0,15.0,AnalystFund accountingData managementBloombergAnalyticalmarket dataAsset managementSQL,6,AnalystFund accountingData managementBloombergAnalyticalmarket dataAsset managementSQL,IT,2026-02-15,Feb
Business Analyst,Chennai,12.0,20.0,sparkdata engineeringsqlDataEngineering,8,sparkdata engineeringsqlDataEngineering,IT,2026-02-15,Feb
Part-Time Faculty in Data Analytics (FlexPath),Other,10.5,17.5,AimlBusiness AnalyticsData AnalyticsDataAnalytics,7,AimlBusiness AnalyticsData AnalyticsDataAnalytics,IT,2026-02-15,Feb
Manager Business Analyst (Insight Role in Marketing Analysis)_Gurgaon,Bangalore,6.0,10.0,Data SciencePysparkRStatistical ModellingPythonSQLModelingScience,4,Data SciencePysparkRStatistical ModellingPythonSQLModelingScience,IT,2026-02-15,Feb
Business Analysts,Hyderabad,6.0,10.0,Data SciencePytorchJAXTB-scaleAI/ML/Computer VisionKerasdatasetsLinux/Bash,4,Data SciencePytorchJAXTB-scaleAI/ML/Computer VisionKerasdatasetsLinux/Bash,IT,2026-02-15,Feb
Business Analyst,Other,4.5,8.0,Process automationMavenData analysisBloombergAgileAsset managementdata visualizationRelease management,3,Process automationMavenData analysisBloombergAgileAsset managementdata visualizationRelease management,IT,2026-02-15,Feb
Banking Domain-Senior Business Analyst-Loan Department,Delhi,10.5,17.5,Predictive ModelingSASPythonRSQLModelingDataPredictive,7,Predictive ModelingSASPythonRSQLModelingDataPredictive,IT,2026-02-15,Feb
Financial Data Analysts,Chennai,9.0,15.0,data scienceNatural Language Processingcontent engineeringjupyter notebookWord EmbeddingnumpyMachine LearningData,6,data scienceNatural Language Processingcontent engineeringjupyter notebookWord EmbeddingnumpyMachine LearningData,IT,2026-02-15,Feb
Data Platform Engineer Analyst,Hyderabad,7.5,12.5,Data ScienceStatistical AnalysesMachine LearningModel DevelopmentPredictive AnalyticsNatural Language ProcessingDeep LearningAutomobile,5,Data ScienceStatistical AnalysesMachine LearningModel DevelopmentPredictive AnalyticsNatural Language ProcessingDeep LearningAutomobile,IT,2026-02-15,Feb
Sr Data Analyst - SQL developer,Bangalore,10.5,17.5,Data ScienceExcelMachine LearningPythonSQLHiveHadoopData,7,Data ScienceExcelMachine LearningPythonSQLHiveHadoopData,IT,2026-02-15,Feb
Data Analyst - ETL / SQL,Bangalore,4.5,8.0,Data analysisUsageMachine learningInvestigationAnalysisDataMachineLeadership,3,Data analysisUsageMachine learningInvestigationAnalysisDataMachineLeadership,IT,2026-02-15,Feb
Clinical Data Analyst - Python/R/SQL,Bangalore,10.5,17.5,GISGeospatialMachine LearningPythonQgisImage ProcessingRemote SensingData Visualization,7,GISGeospatialMachine LearningPythonQgisImage ProcessingRemote SensingData Visualization,IT,2026-02-15,Feb
HR Data Analyst - Workday - Bangalore - 12 pm - 9 pm shift,Bangalore,9.0,15.0,CodingGCPMachine learningJavascriptWorkflowDeploymentAWSBpm,6,CodingGCPMachine learningJavascriptWorkflowDeploymentAWSBpm,IT,2026-02-15,Feb
Data Analyst,Bangalore,9.0,15.0,Computer scienceData analysisC++Statistical analysisData collectionAgilePredictive modelingData mining,6,Computer scienceData analysisC++Statistical analysisData collectionAgilePredictive modelingData mining,IT,2026-02-15,Feb
Marketing Data Analyst,Bangalore,7.5,12.5,RPythonPytorchPower BiTableauSQLTensorFlowData,5,RPythonPytorchPower BiTableauSQLTensorFlowData,IT,2026-02-15,Feb
Web Data Analyst,Bangalore,4.0,8.0,deep learningCodingGCPCloud ServicesMachine learningProgrammingData structuresNatural language processing,2,deep learningCodingGCPCloud ServicesMachine learningProgrammingData structuresNatural language processing,IT,2026-02-15,Feb
Data Quality Analyst,Bangalore,6.0,10.0,TurbineDeploymentScientist 1Cost controlInventoryCostControlData,4,TurbineDeploymentScientist 1Cost controlInventoryCostControlData,IT,2026-02-15,Feb
Data Analyst/ Statistician - Investigation @ Glenmark,Mumbai,19.5,32.5,AnalystData analysisCodingData collectionData analyticsResearchResearch AnalystSQL coding,13,AnalystData analysisCodingData collectionData analyticsResearchResearch AnalystSQL coding,IT,2026-02-15,Feb
Private Equity Intelligence - Data Management Analyst,Bangalore,7.5,12.5,Data analysisUsageMachine learningInvestigationDataMachineAnalysis,5,Data analysisUsageMachine learningInvestigationDataMachineAnalysis,IT,2026-02-15,Feb
SIEM Automation & Data Analyst,Pune,10.5,17.5,C++Data modelingStaffingGCPDatabase managementProgrammingData structuresPerl,7,C++Data modelingStaffingGCPDatabase managementProgrammingData structuresPerl,IT,2026-02-15,Feb
Team Lead - Data Analysis & Notifications,Hyderabad,15.0,25.0,Senior System AnalystData analysisadvertising agencyAd salesAgileData analyticsData Analystdata mapping,10,Senior System AnalystData analysisadvertising agencyAd salesAgileData analyticsData Analystdata mapping,IT,2026-02-15,Feb
ANALYST - DATA INSIGHTS,Noida,7.5,12.5,Data Science EssentialsDataData ScienceScience,5,Data Science EssentialsDataData ScienceScience,IT,2026-02-15,Feb
Trainee Junior Data Analyst,Mumbai,7.5,12.5,SoundexFuzzy matchingData AnalysisPythonCosinelevenshteinScienceTrigonometry,5,SoundexFuzzy matchingData AnalysisPythonCosinelevenshteinScienceTrigonometry,IT,2026-02-15,Feb
"Data Operation Analyst (SAP MDG) | Kharadi, Pune",Pune,9.0,15.0,Data Science EngineerMachine LearningDeep LearningData SciencePythonPredictive ModelingMachine Learning opsRegression,6,Data Science EngineerMachine LearningDeep LearningData SciencePythonPredictive ModelingMachine Learning opsRegression,IT,2026-02-15,Feb
Lead Data Management Analyst,Pune,13.5,22.5,Spend AnalysisProcurementExcelSpendDataAnalysis,9,Spend AnalysisProcurementExcelSpendDataAnalysis,IT,2026-02-15,Feb
"Associate, Data Management & Quantitative Analysis II",Pune,4.5,8.0,pythondata scienceTeam ManagementPredictive ModelingArtificial IntelligenceNatural Language ProcessingComputer VisionMachine Learning,3,pythondata scienceTeam ManagementPredictive ModelingArtificial IntelligenceNatural Language ProcessingComputer VisionMachine Learning,IT,2026-02-15,Feb
DATA Engineer Scientist,Bangalore,7.5,12.5,Data ScienceNatural Language ProcessingNeural NetworksTime SeriesComputer VisionProcessNetworkingScience,5,Data ScienceNatural Language ProcessingNeural NetworksTime SeriesComputer VisionProcessNetworkingScience,IT,2026-02-15,Feb
Data Scientist,Mumbai,4.0,8.0,Computer scienceConstructionData managementdata scienceData modelingManagement systemsDisaster recoveryData structures,2,Computer scienceConstructionData managementdata scienceData modelingManagement systemsDisaster recoveryData structures,IT,2026-02-15,Feb
Data Scientist,Pune,12.0,20.0,Process designCareer developmentData analysisAutomationData managementProject managementData qualityOracle financials,8,Process designCareer developmentData analysisAutomationData managementProject managementData qualityOracle financials,IT,2026-02-15,Feb
Sr. Data Scientist - 40 LPA | Mumbai,Mumbai,10.5,17.5,C++data scienceMachine learningAgileData processingData qualityData miningSQL,7,C++data scienceMachine learningAgileData processingData qualityData miningSQL,IT,2026-02-15,Feb
"Specialist, Data Scientist",Pune,9.0,15.0,DjangoMachine learningHTMLHTTPmicrosoftAnalyticsFinancial servicesSQL,6,DjangoMachine learningHTMLHTTPmicrosoftAnalyticsFinancial servicesSQL,IT,2026-02-15,Feb
Data Scientist,Mumbai,6.0,10.0,Data EngineeringGCPPysparkSparkETLPythonSQLData,4,Data EngineeringGCPPysparkSparkETLPythonSQLData,IT,2026-02-15,Feb
"Data Scientist - Al/LLM, NLP, Word Embedding || Immediate Joiner",Noida,6.0,10.0,Data analysisData managementMachine learningdata governanceHypothesis TestingNatural language processingSeleniumdata visualization,4,Data analysisData managementMachine learningdata governanceHypothesis TestingNatural language processingSeleniumdata visualization,IT,2026-02-15,Feb
Data Scientist ( Automobile Domain ) - Pithampur ( Madhya Pradesh ),Indore,7.5,12.5,TrainingProject Coordinatordata scienceStock exchangeAgile methodologyData analyticsJIRAGaming,5,TrainingProject Coordinatordata scienceStock exchangeAgile methodologyData analyticsJIRAGaming,IT,2026-02-15,Feb
Data Scientist,Chennai,10.5,17.5,Analytical skillsQuality improvementData managementManagement systemsSiemensData qualityData analyticsManagement,7,Analytical skillsQuality improvementData managementManagement systemsSiemensData qualityData analyticsManagement,IT,2026-02-15,Feb
Data scientist - Lead,Mumbai,9.0,15.0,Data modelingSAP BWAnalyticsSAP BusinessObjectsCloudSAP BW/4 HANAData analyticsSAP Hana,6,Data modelingSAP BWAnalyticsSAP BusinessObjectsCloudSAP BW/4 HANAData analyticsSAP Hana,IT,2026-02-15,Feb
Freelancer Data Scientist - Geospatial,Noida,18.0,30.0,SCALApower biData analyticsCosmosSQLPythonDataBi,12,SCALApower biData analyticsCosmosSQLPythonDataBi,IT,2026-02-15,Feb
Data Scientist,Bangalore,12.0,20.0,metadataGITorchestrationsparkDeploymentData analyticsAWSSolution Architect,8,metadataGITorchestrationsparkDeploymentData analyticsAWSSolution Architect,IT,2026-02-15,Feb
Data Scientist,Other,13.5,22.5,Cloud PlatformData SecurityData ArchitectureData GovernanceData IntegrationGovernanceIntegrationSecurity,9,Cloud PlatformData SecurityData ArchitectureData GovernanceData IntegrationGovernanceIntegrationSecurity,IT,2026-02-15,Feb
Data Scientist,Delhi,16.5,27.5,PayrollNoSQLCloud ServicesAnalyticalData processingData analyticsOraclebig data,11,PayrollNoSQLCloud ServicesAnalyticalData processingData analyticsOraclebig data,IT,2026-02-15,Feb
Data Scientist,Chennai,12.0,20.0,Data Scienceoperational supportdata analysisdata managementadvanced excelteam handlingstatistical modelinghardware testing,8,Data Scienceoperational supportdata analysisdata managementadvanced excelteam handlingstatistical modelinghardware testing,IT,2026-02-15,Feb
Manager - Data Scientist,Gurgaon,7.5,12.5,ProcurementData analysisBackenddata scienceBusiness analyticsAnalyticalFMCGLicensing,5,ProcurementData analysisBackenddata scienceBusiness analyticsAnalyticalFMCGLicensing,IT,2026-02-15,Feb
Senior Research Analyst,Pune,13.5,22.5,Data analysisAzureData StrategyGCPSQLPower BIdata scienceData modeling,9,Data analysisAzureData StrategyGCPSQLPower BIdata scienceData modeling,IT,2026-02-15,Feb
Data scientist,Mumbai,13.5,22.5,TrainingData analysisMaster data managementClient servicingXMLAgileData qualityBusiness strategy,9,TrainingData analysisMaster data managementClient servicingXMLAgileData qualityBusiness strategy,IT,2026-02-15,Feb
Data Scientist,Bangalore,10.5,17.5,RCAData analysisData managementmobile device managementAnalytical skillsdata architectApplication managementAgile SCRUM,7,RCAData analysisData managementmobile device managementAnalytical skillsdata architectApplication managementAgile SCRUM,IT,2026-02-15,Feb
Senior System Analyst - PMO,Mumbai,15.0,25.0,Data ScienceData analysisServiceNowdata managementMobile Device Managementadvanced excelstatistical modelingMobile Application Management,10,Data ScienceData analysisServiceNowdata managementMobile Device Managementadvanced excelstatistical modelingMobile Application Management,IT,2026-02-15,Feb
Data Scientist,Bangalore,7.5,12.5,Data ScienceData analysisServiceNowdata managementMobile Device Managementadvanced excelstatistical modelingMobile Application Management,5,Data ScienceData analysisServiceNowdata managementMobile Device Managementadvanced excelstatistical modelingMobile Application Management,IT,2026-02-15,Feb
Data Science Engineer,Bangalore,9.0,15.0,Computer scienceProduct managementData analysisPayrollDebuggingData structuresPredictive modelingAnalytics,6,Computer scienceProduct managementData analysisPayrollDebuggingData structuresPredictive modelingAnalytics,IT,2026-02-15,Feb
Data Science Engineer | Leading IT Co. | Bangalore,Bangalore,12.0,20.0,JavascriptSSISBusiness intelligenceTechnical supportdata analyticsSSASSSRSdata engineering,8,JavascriptSSISBusiness intelligenceTechnical supportdata analyticsSSASSSRSdata engineering,IT,2026-02-15,Feb
Data Specialist,Gurgaon,7.5,12.5,Business analyticsSQLRdata analysisPerformance marketing analyticsCampaign analyticsstatistical modelingdata visualization,5,Business analyticsSQLRdata analysisPerformance marketing analyticsCampaign analyticsstatistical modelingdata visualization,IT,2026-02-15,Feb
Data Science Lead,Gurgaon,4.5,8.0,IT servicesCismManager Internal AuditCisaBusiness analysisAccess managementInformation securityAnalytical,3,IT servicesCismManager Internal AuditCisaBusiness analysisAccess managementInformation securityAnalytical,IT,2026-02-15,Feb
Data Science Lead,Bangalore,6.0,10.0,time series analysisalgorithmskubernetesscikit-learnazure devopssqldockeroperations,4,time series analysisalgorithmskubernetesscikit-learnazure devopssqldockeroperations,IT,2026-02-15,Feb
Data Engineer - Data Science Engineering,Bangalore,7.5,12.5,business analyticsData AnalyticsDataAnalytics,5,business analyticsData AnalyticsDataAnalytics,IT,2026-02-15,Feb
Data Testing Specialist - Financial Systems Manager,Bangalore,6.0,10.0,MiningData analysisAutomationBusiness analysisAnalyticalMySQLOracleMacros,4,MiningData analysisAutomationBusiness analysisAnalyticalMySQLOracleMacros,IT,2026-02-15,Feb
Data Science Solution Engineer,Gurgaon,6.0,10.0,Business AnalyticsMISData AnalysisTechnical AnalysisAnalysisAnalyticsTechnicalBusiness analysis,4,Business AnalyticsMISData AnalysisTechnical AnalysisAnalysisAnalyticsTechnicalBusiness analysis,IT,2026-02-15,Feb
